age,gender,height,weight,activity,goal,calorie_target
65,female,153.8,68.2,active,gain,2581.24
67,female,152.9,46.4,sedentary,gain,1438.67
55,male,167.2,66.4,light,gain,2366.35
26,male,176.8,103.7,active,loss,2774.54
34,male,155.7,68.9,moderate,gain,2795.6
42,male,179.0,78.1,light,loss,1773.7
27,male,180.8,90.8,moderate,loss,2423.15
70,female,147.6,51.7,moderate,gain,1682.75
42,male,166.2,78.9,sedentary,gain,2434.63
15,female,162.6,42.3,light,loss,1066.04
46,male,173.7,70.5,light,loss,1917.46
33,male,179.7,51.7,light,loss,1491.42
38,male,173.7,74.6,sedentary,gain,2431.82
33,male,186.4,79.7,sedentary,maintain,2267.23
54,male,172.1,89.2,light,maintain,2558.38
60,female,154.1,64.6,light,maintain,1449.18
45,male,165.4,59.2,light,maintain,2010.72
33,female,167.9,62.5,sedentary,loss,1193.44
39,female,162.2,67.7,moderate,loss,1589.18
40,female,167.1,59.8,active,gain,2741.24
25,female,166.9,66.5,sedentary,maintain,1644.87
50,male,156.8,73.6,sedentary,loss,1236.76
48,male,164.7,55.0,moderate,maintain,2068.56
67,male,165.8,60.4,active,loss,1708.65
62,male,167.7,63.6,sedentary,maintain,1757.11
27,male,171.2,112.0,sedentary,loss,1851.96
54,female,170.0,77.3,sedentary,gain,2315.76
22,male,185.8,100.4,moderate,loss,2943.98
52,male,172.4,81.6,active,maintain,2898.68
30,female,160.0,71.1,moderate,gain,2334.84
21,male,168.7,74.3,light,maintain,2433.83
45,male,175.8,79.3,moderate,maintain,2473.83
15,female,163.6,46.8,sedentary,loss,968.11
15,male,182.3,85.1,moderate,gain,3563.82
36,female,168.4,66.7,light,loss,1502.83
41,female,143.6,54.5,sedentary,gain,1583.72
33,male,173.6,71.4,sedentary,gain,2476.83
15,female,173.1,82.2,moderate,loss,2375.22
25,male,171.1,82.6,moderate,loss,2078.24
47,male,185.3,54.9,light,loss,1509.31
50,male,172.2,65.4,sedentary,loss,1227.41
39,female,163.4,42.7,sedentary,maintain,1375.46
60,female,152.9,58.6,sedentary,maintain,1183.56
47,female,153.2,53.2,light,gain,1782.82
26,female,167.8,84.8,light,gain,2865.07
34,female,169.1,71.3,sedentary,maintain,1754.61
15,female,162.2,57.4,moderate,gain,2379.84
38,female,152.2,65.4,moderate,loss,1436.39
60,female,162.4,59.5,light,loss,982.39
52,female,172.1,64.4,light,loss,1368.45
65,female,175.9,79.8,sedentary,maintain,1726.69
34,female,159.5,79.5,light,gain,2382.78
64,male,160.1,71.3,moderate,gain,2559.57
36,female,168.7,75.6,moderate,loss,1720.38
66,male,172.5,108.3,sedentary,loss,1574.97
39,male,183.5,69.7,moderate,loss,2257.03
52,male,177.5,64.9,moderate,loss,1980.17
66,male,167.0,68.8,light,loss,1394.42
36,female,162.5,81.3,moderate,loss,1766.4
43,male,186.8,68.9,sedentary,loss,1360.08
63,male,173.7,96.2,light,loss,1867.46
37,male,165.7,48.1,moderate,loss,1625.58
16,female,149.3,52.3,active,maintain,2268.83
78,male,168.1,70.0,sedentary,maintain,1535.41
31,male,171.3,58.8,light,gain,2270.54
42,female,168.6,60.2,active,maintain,2060.31
60,female,153.0,64.6,sedentary,maintain,1423.1
29,female,174.4,92.8,moderate,loss,2146.7
21,female,151.3,36.6,sedentary,loss,807.56
44,female,180.7,81.0,sedentary,maintain,1874.79
15,female,175.8,72.6,light,loss,1875.11
34,female,163.1,65.2,moderate,gain,2291.08
44,female,148.8,50.0,sedentary,gain,1452.27
35,female,161.6,47.5,light,gain,2276.25
15,male,171.5,91.0,sedentary,maintain,2166.83
68,female,151.8,67.3,sedentary,gain,1863.08
41,male,177.6,74.2,light,maintain,2293.59
65,male,167.6,61.2,light,maintain,1884.31
35,female,156.3,51.9,sedentary,maintain,1345.77
24,female,160.4,41.1,light,loss,987.15
44,female,157.4,63.4,moderate,loss,1314.69
36,female,178.6,87.8,sedentary,maintain,2067.69
18,male,170.2,71.3,light,loss,1924.63
66,male,179.0,75.6,sedentary,gain,2318.47
28,female,163.2,65.5,light,loss,1330.81
15,male,178.2,64.0,moderate,loss,2193.57
63,female,165.4,59.5,active,maintain,1783.05
30,male,182.9,77.8,sedentary,gain,2990.88
29,male,177.4,85.4,moderate,maintain,2914.61
15,female,163.8,81.0,moderate,loss,1955.06
71,female,162.5,60.6,moderate,maintain,1813.4
16,male,173.8,58.3,active,maintain,2870.31
41,female,154.7,57.8,light,gain,2156.25
56,male,174.5,100.6,active,gain,3159.74
47,female,163.9,52.9,active,gain,2568.85
38,female,165.2,76.4,light,loss,1639.23
15,female,163.4,80.2,light,loss,1617.05
25,female,160.1,57.4,moderate,gain,2665.17
43,female,161.5,54.4,light,loss,1185.82
25,female,157.6,66.0,moderate,loss,1639.43
43,female,164.5,69.3,light,gain,2376.9
52,male,173.0,81.2,sedentary,maintain,2042.97
57,female,163.4,89.0,moderate,maintain,2338.37
17,male,184.0,83.8,active,loss,3160.96
79,female,156.3,45.5,sedentary,loss,800.0
53,male,180.4,79.1,moderate,gain,3221.65
39,female,162.3,66.1,light,loss,1410.4
59,female,178.2,94.3,light,maintain,2309.64
82,male,173.1,69.2,light,gain,2035.14
15,female,167.6,62.2,light,gain,2450.75
35,female,162.1,46.9,light,gain,1985.59
15,female,150.9,60.3,moderate,gain,2588.0
43,female,157.8,97.3,moderate,maintain,2359.06
46,female,169.0,65.7,light,gain,2414.68
39,male,171.1,76.2,moderate,maintain,2469.48
28,female,144.2,44.8,active,gain,2583.04
15,male,174.7,55.7,sedentary,loss,1555.38
46,male,165.2,70.8,light,loss,1423.24
66,male,176.2,74.9,active,maintain,2690.26
29,male,189.0,57.1,moderate,gain,2902.1
47,male,181.9,103.4,active,maintain,3407.54
15,male,188.8,92.3,sedentary,gain,3059.94
48,male,169.9,70.3,active,loss,1947.65
32,male,173.7,66.7,moderate,loss,1841.61
26,female,153.6,61.0,moderate,gain,2334.73
26,male,168.8,74.2,light,maintain,2210.76
32,female,154.6,61.7,sedentary,maintain,1458.84
46,male,163.2,76.8,light,gain,2796.65
16,male,187.3,104.6,light,gain,3498.81
32,female,145.3,69.7,light,loss,1188.06
39,male,187.3,71.0,moderate,gain,3051.07
20,female,172.0,63.3,light,loss,1242.82
72,male,179.5,82.6,light,maintain,2499.27
24,female,153.1,48.0,light,loss,1090.94
27,female,149.3,47.3,sedentary,loss,890.63
22,male,170.1,75.6,sedentary,maintain,2170.84
72,male,180.6,91.5,light,loss,1818.03
49,male,175.0,91.1,moderate,loss,1863.04
23,male,165.6,63.4,moderate,maintain,2322.83
59,female,171.2,76.4,light,maintain,1942.07
43,female,175.5,77.3,active,loss,2084.83
44,female,160.2,61.8,sedentary,loss,1057.44
33,female,162.9,53.9,active,loss,1623.65
26,female,149.9,44.4,active,loss,1558.49
46,female,158.7,68.0,light,maintain,1630.3
30,female,166.1,55.9,sedentary,loss,1080.58
72,male,178.2,50.8,light,gain,2080.48
17,male,170.4,69.3,sedentary,loss,1610.66
67,male,172.5,90.9,moderate,loss,1960.3
37,male,171.0,46.8,sedentary,maintain,1427.45
45,male,172.5,67.5,light,loss,1441.3
54,male,178.8,86.4,sedentary,loss,1508.89
28,male,157.3,39.6,sedentary,gain,2210.13
55,male,174.3,70.0,sedentary,maintain,1918.39
15,female,164.8,51.3,sedentary,loss,1101.27
27,male,169.9,56.2,moderate,maintain,2304.21
23,male,170.7,64.6,light,loss,1570.07
17,male,170.9,55.4,moderate,maintain,2234.13
36,female,158.2,46.5,moderate,maintain,1657.26
46,male,175.1,72.7,sedentary,gain,2307.01
52,female,163.0,90.4,light,gain,2447.63
44,female,145.2,57.8,light,gain,1884.02
28,male,180.9,93.4,active,loss,2829.48
46,female,159.7,70.3,light,maintain,1707.08
42,male,192.4,77.2,light,loss,2086.47
56,male,164.3,68.5,moderate,gain,2941.71
53,male,167.2,80.9,moderate,maintain,2574.55
40,female,160.4,71.3,active,loss,1898.98
23,male,178.7,79.5,light,loss,1762.28
28,male,157.4,65.3,sedentary,loss,1511.18
30,male,167.5,98.5,moderate,gain,3357.12
34,female,166.7,77.2,sedentary,loss,1351.02
44,female,154.4,53.8,light,maintain,1633.48
52,female,173.0,70.8,moderate,gain,2429.41
39,female,158.4,48.3,moderate,gain,2132.94
40,male,166.9,96.3,moderate,gain,3399.1
42,male,180.5,101.7,sedentary,loss,1630.23
30,female,174.9,74.5,active,maintain,2617.87
23,male,178.7,108.0,sedentary,maintain,2085.06
15,female,172.1,79.5,sedentary,loss,1462.43
27,male,190.1,79.7,moderate,gain,3700.54
48,male,166.7,78.0,active,maintain,2737.48
27,female,169.5,74.1,light,maintain,1856.85
35,female,149.8,62.3,light,maintain,1617.33
48,male,178.8,57.0,light,gain,2605.59
49,female,161.4,53.0,sedentary,loss,870.05
20,male,186.2,106.4,moderate,loss,2894.65
57,male,185.6,108.9,light,gain,3167.75
60,male,180.1,98.5,active,loss,2491.69
19,male,177.7,107.3,sedentary,gain,3038.63
25,female,166.1,73.4,light,gain,2554.58
61,male,175.6,81.0,light,gain,2904.79
37,male,174.4,60.5,light,loss,1531.89
15,male,188.0,75.6,light,gain,3068.88
15,female,174.5,48.7,light,loss,1331.39
35,male,173.7,68.1,sedentary,loss,1641.09
19,female,163.9,43.0,moderate,loss,1285.67
32,female,162.7,76.4,light,loss,1465.87
40,female,149.1,57.2,light,gain,1933.24
66,female,159.3,40.6,light,gain,1912.2
34,female,174.8,70.7,light,maintain,2214.23
59,female,156.0,80.0,moderate,loss,1520.35
65,female,178.9,75.0,moderate,maintain,2320.53
65,male,185.5,67.2,sedentary,loss,1343.72
45,male,178.6,51.0,light,loss,1504.81
15,female,166.5,44.6,sedentary,maintain,1396.42
48,female,154.7,63.2,light,gain,2170.65
58,female,159.9,56.4,light,maintain,1729.08
38,male,188.0,79.2,sedentary,maintain,2359.59
71,female,157.1,54.4,moderate,maintain,1654.18
55,male,184.6,79.6,sedentary,loss,1616.1
50,male,162.6,48.9,active,gain,3128.54
59,female,152.4,59.1,light,gain,2104.57
46,male,192.1,64.9,active,maintain,2673.6
15,female,161.9,54.0,light,loss,1420.49
31,female,157.7,71.0,sedentary,maintain,1646.78
61,female,172.9,76.8,sedentary,loss,1198.94
25,male,186.2,93.9,sedentary,gain,2903.51
35,female,169.4,96.6,sedentary,loss,1450.53
21,male,169.9,68.5,sedentary,loss,1507.66
72,female,159.7,61.5,light,gain,2136.6
70,female,164.5,61.7,sedentary,maintain,1431.53
24,female,167.6,61.8,light,gain,2483.72
42,female,157.9,48.5,light,maintain,1492.97
27,female,163.4,65.1,moderate,loss,1442.71
51,male,177.4,80.6,sedentary,loss,1492.35
49,female,172.3,76.7,active,gain,3096.48
54,female,168.0,68.6,light,gain,1947.73
45,female,149.9,63.3,moderate,loss,1329.67
92,male,173.1,72.3,sedentary,loss,1112.14
21,female,154.6,52.9,light,gain,2050.26
15,female,166.5,55.0,light,gain,2488.76
32,female,169.4,48.9,active,gain,2788.15
15,female,162.8,81.0,active,maintain,3094.89
15,male,172.6,62.1,moderate,gain,3020.27
21,female,162.6,52.4,moderate,loss,1608.12
23,male,176.9,69.2,moderate,loss,1994.44
22,male,169.2,65.2,sedentary,loss,1388.09
49,male,164.0,84.4,moderate,gain,3169.38
30,male,156.5,55.2,sedentary,gain,2063.2
36,female,172.1,106.2,moderate,loss,2259.63
56,female,166.0,66.9,sedentary,maintain,1607.63
26,male,178.3,105.7,light,loss,2312.21
35,male,186.4,97.4,light,gain,3000.16
46,male,163.7,68.7,light,maintain,1957.37
15,female,148.1,68.2,moderate,gain,2576.33
15,male,178.5,92.5,light,loss,2300.35
46,male,177.6,84.7,active,gain,3409.57
48,male,159.4,87.5,light,maintain,1864.27
77,male,178.2,69.1,moderate,loss,1803.05
42,male,171.4,57.4,moderate,maintain,2332.47
54,female,155.5,50.7,sedentary,maintain,1163.99
36,male,172.0,94.3,moderate,loss,2170.09
45,female,142.5,62.0,light,maintain,1691.76
70,female,157.3,53.5,sedentary,maintain,1188.14
15,female,156.4,39.1,sedentary,loss,904.3
47,female,166.5,63.9,moderate,maintain,1893.05
78,female,160.7,50.2,sedentary,gain,1722.55
45,male,180.7,71.1,sedentary,loss,1352.02
69,female,141.6,38.6,light,maintain,1083.14
28,female,155.3,40.4,light,gain,2025.61
39,male,180.0,105.2,moderate,gain,3062.81
40,female,159.5,53.2,sedentary,loss,910.09
15,male,182.6,101.2,sedentary,maintain,2374.54
18,male,158.8,58.0,light,gain,2739.37
20,male,181.6,62.4,light,maintain,2324.84
54,male,169.2,75.3,moderate,maintain,2354.66
55,male,168.4,63.1,light,loss,1596.05
45,female,169.9,66.6,active,loss,1573.39
54,male,185.5,84.8,sedentary,maintain,2372.42
37,male,184.3,69.1,light,loss,2021.32
61,female,178.3,53.1,moderate,maintain,1778.43
40,female,172.1,70.4,moderate,loss,1805.35
41,female,155.6,68.6,active,loss,1789.47
35,female,163.1,53.1,light,maintain,1379.21
52,male,171.8,72.8,light,gain,2606.55
32,female,178.2,97.8,moderate,loss,2045.64
57,male,184.9,80.7,sedentary,maintain,1827.85
19,female,160.5,62.8,sedentary,loss,1127.17
20,female,169.0,69.3,light,loss,1518.95
52,female,152.1,48.4,sedentary,gain,1863.37
38,female,164.0,52.5,light,maintain,1562.18
31,female,154.5,46.7,active,loss,1386.06
56,male,159.8,65.5,light,maintain,2077.55
29,male,182.1,90.9,moderate,loss,2423.4
36,male,183.2,92.7,sedentary,gain,2676.34
65,female,165.7,61.2,light,loss,1162.48
67,male,173.4,86.9,sedentary,gain,2537.94
68,female,151.9,58.5,light,loss,927.68
34,female,152.7,56.7,sedentary,maintain,1521.06
62,male,166.3,44.2,moderate,gain,2120.77
22,male,172.9,60.7,moderate,loss,1874.21
23,female,170.6,49.9,light,loss,1451.38
15,female,170.5,78.0,sedentary,maintain,1520.75
70,male,160.2,62.7,sedentary,loss,990.23
24,female,156.5,46.9,light,gain,1929.3
37,male,168.5,72.0,moderate,maintain,2482.52
23,male,152.2,40.8,light,loss,1268.93
52,female,166.5,53.5,light,gain,2250.1
33,female,160.0,53.3,active,loss,1536.59
16,female,161.1,68.6,sedentary,gain,2097.28
47,female,172.8,90.4,light,loss,1512.63
15,male,175.8,66.0,light,gain,2831.72
24,female,158.6,75.3,light,loss,1736.59
15,male,180.1,78.6,active,gain,3525.73
15,male,184.5,85.3,light,loss,2152.13
43,female,164.4,64.1,sedentary,loss,1060.41
15,male,181.2,75.9,sedentary,loss,1635.77
15,female,160.8,67.2,light,maintain,2179.06
39,female,161.3,71.1,light,maintain,2034.13
30,male,176.0,62.0,active,maintain,2873.12
75,male,168.2,65.5,light,gain,2494.79
73,male,169.9,90.9,moderate,loss,1901.67
24,female,173.0,74.2,sedentary,gain,2162.37
50,female,178.1,80.2,sedentary,maintain,1718.96
53,male,189.3,104.9,moderate,loss,2606.62
29,female,151.4,49.9,active,loss,1431.25
15,female,150.6,54.1,light,maintain,1782.45
39,male,164.3,74.7,light,loss,1690.32
36,female,163.1,78.7,light,gain,2278.3
32,male,150.0,36.0,light,gain,2250.81
47,male,169.7,59.6,sedentary,loss,1168.22
26,male,187.7,68.7,moderate,loss,2309.59
19,female,169.9,67.6,light,loss,1446.51
41,male,170.4,57.6,light,maintain,1859.88
46,male,171.1,79.0,light,loss,1633.76
18,male,180.1,80.4,sedentary,gain,2441.26
56,male,183.4,94.2,light,gain,2698.39
15,female,157.7,70.4,moderate,gain,2826.54
29,male,172.9,80.9,sedentary,maintain,1962.87
35,female,157.5,55.8,moderate,loss,1402.25
28,male,163.0,65.0,light,maintain,2124.45
29,female,160.2,56.3,active,maintain,2304.69
73,female,159.6,45.5,moderate,gain,1798.46
24,female,151.9,65.3,light,gain,2488.97
83,female,167.2,66.0,sedentary,maintain,1268.8
47,male,179.3,55.4,moderate,loss,1406.31
41,male,181.3,86.8,light,loss,2002.43
48,female,155.9,55.9,light,maintain,1460.63
85,female,146.1,35.0,sedentary,maintain,898.12
22,female,165.7,48.9,moderate,maintain,1985.16
19,male,169.0,59.6,light,loss,1637.89
26,female,154.9,59.8,light,gain,2285.41
40,female,151.9,63.6,active,gain,2521.48
15,male,172.5,81.5,light,loss,2244.06
40,male,189.2,95.6,moderate,maintain,2897.09
70,male,170.5,69.3,moderate,maintain,2261.36
42,male,165.2,86.6,sedentary,maintain,1916.1
34,male,180.9,88.8,moderate,maintain,2873.35
28,male,176.6,77.9,light,gain,2651.77
56,female,145.0,55.9,moderate,loss,1104.74
25,female,167.3,62.1,moderate,maintain,2150.41
73,male,194.2,89.5,light,loss,1977.32
74,female,141.2,35.0,light,loss,800.0
44,male,163.9,59.8,moderate,maintain,2185.37
39,female,140.0,62.6,light,loss,1227.16
58,male,174.3,75.0,moderate,loss,1906.45
59,male,183.9,82.8,sedentary,maintain,2030.54
25,female,162.8,75.6,moderate,gain,2788.7
30,female,173.1,76.8,light,maintain,2145.85
16,male,182.5,68.1,moderate,loss,2163.26
47,male,190.3,87.3,sedentary,maintain,2142.51
51,male,185.4,65.0,light,maintain,2255.99
15,male,171.4,72.9,moderate,loss,2174.42
31,male,175.6,62.4,sedentary,loss,1487.8
15,male,167.2,78.8,active,loss,2203.44
23,female,160.2,55.7,moderate,maintain,2198.34
49,female,162.5,53.6,active,maintain,2099.47
26,female,161.3,61.1,light,maintain,1820.28
34,female,172.7,76.5,sedentary,gain,2303.98
15,female,159.4,47.2,light,loss,1246.84
43,male,166.6,60.1,light,gain,2292.16
39,male,167.2,68.4,light,maintain,2121.52
26,female,167.2,84.0,moderate,loss,1992.06
36,male,162.4,42.2,moderate,gain,2104.23
43,female,160.4,68.9,sedentary,maintain,1616.51
25,female,172.6,66.4,moderate,loss,1591.33
15,male,177.6,68.7,light,loss,2017.13
72,male,174.3,63.6,light,loss,1514.52
28,female,161.7,58.5,light,gain,2521.02
38,female,153.8,63.3,light,loss,1182.52
58,female,155.1,52.0,moderate,gain,2059.49
100,female,160.4,81.0,moderate,loss,1107.26
17,male,177.4,84.4,light,loss,2174.27
48,female,169.6,71.6,moderate,loss,1458.63
27,male,175.8,71.9,sedentary,maintain,1819.98
30,female,172.8,87.7,moderate,loss,2007.5
27,female,174.8,91.7,moderate,maintain,2451.38
19,male,182.2,62.3,moderate,loss,1949.95
39,male,186.0,72.1,light,gain,2838.41
15,male,166.1,74.1,sedentary,gain,2707.95
57,male,164.7,76.5,light,loss,1641.59
40,male,179.7,73.1,light,gain,2817.92
47,female,151.3,47.3,light,gain,2058.47
31,female,159.7,62.1,sedentary,maintain,1577.48
33,female,168.2,86.7,moderate,maintain,2376.23
45,male,187.7,85.2,sedentary,maintain,2049.8
19,male,172.7,54.6,active,gain,3270.83
33,male,169.2,70.1,sedentary,loss,1308.32
24,female,164.6,74.5,active,loss,2125.86
23,male,165.3,64.4,active,loss,2136.97
15,female,160.6,76.5,light,maintain,1984.25
64,female,161.9,73.2,active,loss,1577.58
27,female,161.8,62.1,active,loss,1926.44
60,male,175.8,74.8,sedentary,maintain,1749.96
59,female,155.3,38.6,active,loss,1033.25
16,female,156.2,71.8,sedentary,loss,1203.31
20,female,156.0,54.8,sedentary,maintain,1627.04
86,male,160.4,57.1,light,gain,2303.73
71,female,164.7,58.4,sedentary,loss,869.29
39,male,183.1,87.3,sedentary,loss,1648.05
44,male,182.2,62.8,active,loss,2228.35
28,female,159.9,50.0,active,gain,2404.36
47,female,155.5,57.5,moderate,maintain,1809.78
27,male,181.7,69.9,light,loss,1617.39
15,female,167.1,71.2,active,gain,3174.83
16,male,177.0,66.8,sedentary,loss,1533.32
40,male,190.7,113.4,active,loss,3273.39
19,male,174.8,82.8,light,loss,2015.3
38,female,159.9,69.2,active,loss,1919.24
20,male,171.4,62.5,moderate,maintain,2349.46
25,male,161.0,90.2,active,maintain,3247.85
55,female,167.3,61.6,active,gain,2701.21
44,female,161.2,54.0,active,maintain,2164.95
39,male,179.6,87.7,moderate,maintain,3031.09
55,male,191.6,91.3,moderate,maintain,2662.6
48,male,171.5,59.7,moderate,maintain,2303.51
66,female,143.3,69.6,sedentary,loss,800.0
31,male,179.3,91.3,moderate,maintain,3156.94
32,male,176.5,74.8,sedentary,gain,2384.21
16,female,156.1,84.9,active,maintain,2658.73
32,female,165.2,75.4,sedentary,maintain,1785.65
57,male,182.1,79.4,active,loss,2470.84
63,female,154.4,81.7,light,gain,2355.91
57,male,172.3,80.0,sedentary,gain,2546.18
15,male,188.3,94.9,active,gain,4049.89
59,female,156.2,54.3,sedentary,loss,800.0
15,male,175.6,74.7,light,gain,2576.22
56,male,151.4,50.8,moderate,loss,1422.4
33,female,150.1,68.7,light,maintain,1750.41
52,male,176.4,52.2,light,maintain,1825.87
16,female,171.8,89.0,moderate,gain,3600.39
61,male,162.7,53.1,active,gain,2150.07
15,female,162.6,62.8,sedentary,gain,2204.01
27,female,159.0,57.3,sedentary,gain,1707.5
22,female,169.6,62.3,light,maintain,1988.13
15,female,152.3,62.8,light,gain,2233.02
41,female,165.4,65.6,light,loss,1049.55
72,female,156.8,51.6,light,maintain,1442.56
88,male,177.0,77.4,light,loss,1352.59
41,male,175.6,64.4,active,gain,3368.4
60,female,160.0,55.2,sedentary,gain,1686.06
44,male,179.3,55.5,sedentary,loss,1211.99
48,female,162.3,57.9,moderate,maintain,1553.36
33,female,160.9,67.9,sedentary,loss,1164.52
43,male,171.8,71.3,moderate,loss,1866.14
49,female,162.6,85.1,light,maintain,1957.43
29,male,177.0,112.0,light,loss,2353.14
38,female,154.1,52.0,light,loss,934.95
38,female,159.2,51.3,light,maintain,1668.25
54,male,165.5,79.7,moderate,loss,1851.35
20,female,161.7,66.7,active,maintain,2835.68
39,female,157.3,72.0,light,loss,1306.52
74,female,168.2,72.9,light,gain,2157.59
60,male,181.1,75.8,sedentary,maintain,1731.87
64,male,166.7,64.3,moderate,gain,2327.37
40,male,175.0,79.4,light,loss,1940.28
45,male,180.7,75.3,sedentary,loss,1606.3
58,male,173.4,88.7,sedentary,gain,2423.04
68,female,156.2,44.2,sedentary,maintain,1110.37
15,male,165.2,80.4,sedentary,maintain,2303.54
16,male,182.7,53.4,moderate,gain,3041.65
63,female,169.2,70.6,active,loss,1779.52
35,female,160.3,57.9,moderate,maintain,1941.21
27,male,181.9,56.8,light,loss,1589.73
